,round,player,action_player,opponent,action_opponent,payoff,time_php,rt,who_played,session,treatment,actions,prev,response,abs_time
3406,12,s5m20_usuario9,D,['s5m20_usuario6'],D,1,5673.09999466,-0.005,user,s5m20,changing,DDD,DD,0,0.005
3407,12,s5m20_usuario10,C,['s5m20_usuario17'],C,3,6499.09996986,0.006,user,s5m20,changing,DDC,DD,1,0.006
3408,12,s5m20_usuario11,D,['s5m20_usuario5'],D,1,2154.00004387,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3409,12,s5m20_usuario12,D,['s5m20_usuario13'],C,4,15551.400184600001,-0.015,user,s5m20,changing,DCD,DC,0,0.015
3410,12,s5m20_usuario13,C,['s5m20_usuario12'],D,0,941.200017929,0.0,user,s5m20,changing,CCC,CC,1,0.0
3411,12,s5m20_usuario14,D,['s5m20_usuario8'],D,1,1667.70005226,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3412,12,s5m20_usuario15,C,['s5m20_usuario2'],C,3,27789.4999981,0.027,user,s5m20,changing,CDC,CD,1,0.027
3413,12,s5m20_usuario16,D,['s5m20_usuario18'],C,4,1920.69983482,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3414,12,s5m20_usuario17,C,['s5m20_usuario10'],C,3,1933.90011787,0.001,user,s5m20,changing,CCC,CC,1,0.001
3415,12,s5m20_usuario18,C,['s5m20_usuario16'],D,0,4032.50002861,0.004,user,s5m20,changing,DCC,DC,1,0.004
3416,13,s5m20_usuario1,D,['s5m20_usuario9'],C,4,2463.79995346,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3417,13,s5m20_usuario2,D,['s5m20_usuario15'],C,4,8380.00011444,-0.008,user,s5m20,changing,CCD,CC,0,0.008
3418,13,s5m20_usuario3,C,['s5m20_usuario6'],D,0,2730.90004921,0.002,user,s5m20,changing,DCC,DC,1,0.002
3419,13,s5m20_usuario4,C,['s5m20_usuario13'],C,3,1085.3998660999998,0.001,user,s5m20,changing,CDC,CD,1,0.001
3420,13,s5m20_usuario5,C,['s5m20_usuario18'],D,0,11483.000040100002,0.011,user,s5m20,changing,DDC,DD,1,0.011
3421,13,s5m20_usuario6,D,['s5m20_usuario3'],C,4,3018.49985123,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3422,13,s5m20_usuario7,C,['s5m20_usuario17'],C,3,1874.69983101,0.001,user,s5m20,changing,CDC,CD,1,0.001
3423,13,s5m20_usuario8,C,['s5m20_usuario10'],D,0,2111.59992218,0.002,user,s5m20,changing,DDC,DD,1,0.002
3424,13,s5m20_usuario9,C,['s5m20_usuario1'],D,0,3801.80001259,0.003,user,s5m20,changing,DDC,DD,1,0.003
3425,13,s5m20_usuario10,D,['s5m20_usuario8'],C,4,5043.90001297,-0.005,user,s5m20,changing,CCD,CC,0,0.005
3426,13,s5m20_usuario11,D,['s5m20_usuario14'],D,1,1866.19997025,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3427,13,s5m20_usuario12,D,['s5m20_usuario16'],D,1,16525.3000259,-0.016,user,s5m20,changing,DCD,DC,0,0.016
3428,13,s5m20_usuario13,C,['s5m20_usuario4'],C,3,2964.8001194000003,0.002,user,s5m20,changing,CDC,CD,1,0.002
3429,13,s5m20_usuario14,D,['s5m20_usuario11'],D,1,12891.2000656,-0.012,user,s5m20,changing,DDD,DD,0,0.012
3430,13,s5m20_usuario15,C,['s5m20_usuario2'],D,0,4035.69984436,0.004,user,s5m20,changing,CCC,CC,1,0.004
3431,13,s5m20_usuario16,D,['s5m20_usuario12'],D,1,2461.69996262,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3432,13,s5m20_usuario17,C,['s5m20_usuario7'],C,3,2530.40003777,0.002,user,s5m20,changing,CCC,CC,1,0.002
3433,13,s5m20_usuario18,D,['s5m20_usuario5'],C,4,2559.60011482,-0.002,user,s5m20,changing,CDD,CD,0,0.002
3434,14,s5m20_usuario1,D,['s5m20_usuario16'],C,4,7890.60020447,-0.007,user,s5m20,changing,DCD,DC,0,0.007
3435,14,s5m20_usuario2,D,['s5m20_usuario13'],C,4,6511.39998436,-0.006,user,s5m20,changing,DCD,DC,0,0.006
3436,14,s5m20_usuario3,C,['s5m20_usuario18'],D,0,1973.50001335,0.001,user,s5m20,changing,CDC,CD,1,0.001
3437,14,s5m20_usuario4,C,['s5m20_usuario10'],D,0,1167.00005531,0.001,user,s5m20,changing,CCC,CC,1,0.001
3438,14,s5m20_usuario5,D,['s5m20_usuario8'],D,1,4692.899942399999,-0.004,user,s5m20,changing,CDD,CD,0,0.004
3439,14,s5m20_usuario6,D,['s5m20_usuario12'],D,1,3821.59996033,-0.003,user,s5m20,changing,DCD,DC,0,0.003
3440,14,s5m20_usuario7,C,['s5m20_usuario15'],D,0,3683.6001873000005,0.003,user,s5m20,changing,CCC,CC,1,0.003
3441,14,s5m20_usuario8,D,['s5m20_usuario5'],D,1,2474.80010986,-0.002,user,s5m20,changing,CDD,CD,0,0.002
3442,14,s5m20_usuario9,D,['s5m20_usuario17'],C,4,3785.70008278,-0.003,user,s5m20,changing,CDD,CD,0,0.003
3443,14,s5m20_usuario10,D,['s5m20_usuario4'],C,4,4300.69994926,-0.004,user,s5m20,changing,DCD,DC,0,0.004
3444,14,s5m20_usuario11,D,['s5m20_usuario14'],D,1,6378.49998474,-0.006,user,s5m20,changing,DDD,DD,0,0.006
3445,14,s5m20_usuario12,D,['s5m20_usuario6'],D,1,14687.100172,-0.014,user,s5m20,changing,DDD,DD,0,0.014
3446,14,s5m20_usuario13,C,['s5m20_usuario2'],D,0,1775.70009232,0.001,user,s5m20,changing,CCC,CC,1,0.001
3447,14,s5m20_usuario14,D,['s5m20_usuario11'],D,1,7810.59980392,-0.007,user,s5m20,changing,DDD,DD,0,0.007
3448,14,s5m20_usuario15,D,['s5m20_usuario7'],C,4,26239.9997711,-0.026,user,s5m20,changing,CDD,CD,0,0.026
3449,14,s5m20_usuario16,C,['s5m20_usuario1'],D,0,1894.70005035,0.001,user,s5m20,changing,DDC,DD,1,0.001
3450,14,s5m20_usuario17,C,['s5m20_usuario9'],D,0,2170.30000687,0.002,user,s5m20,changing,CCC,CC,1,0.002
3451,14,s5m20_usuario18,D,['s5m20_usuario3'],C,4,2776.60012245,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3452,15,s5m20_usuario1,D,['s5m20_usuario7'],C,4,5347.70011902,-0.005,user,s5m20,changing,DCD,DC,0,0.005
3453,15,s5m20_usuario2,D,['s5m20_usuario18'],C,4,4750.79989433,-0.004,user,s5m20,changing,DCD,DC,0,0.004
3454,15,s5m20_usuario3,C,['s5m20_usuario6'],D,0,3411.90004349,0.003,user,s5m20,changing,CDC,CD,1,0.003
3455,15,s5m20_usuario4,D,['s5m20_usuario11'],D,1,984.3001365660001,0.0,user,s5m20,changing,CDD,CD,0,0.0
3456,15,s5m20_usuario5,C,['s5m20_usuario17'],C,3,5934.90004539,0.005,user,s5m20,changing,DDC,DD,1,0.005
3457,15,s5m20_usuario6,D,['s5m20_usuario3'],C,4,2757.49993324,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3458,15,s5m20_usuario7,C,['s5m20_usuario1'],D,0,2689.50009346,0.002,user,s5m20,changing,CDC,CD,1,0.002
3459,15,s5m20_usuario8,D,['s5m20_usuario13'],C,4,1944.60010529,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3460,15,s5m20_usuario9,D,['s5m20_usuario15'],D,1,2889.69993591,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3461,15,s5m20_usuario10,C,['s5m20_usuario12'],D,0,1736.6001606,0.001,user,s5m20,changing,DCC,DC,1,0.001
3462,15,s5m20_usuario11,D,['s5m20_usuario4'],D,1,14304.000139200001,-0.014,user,s5m20,changing,DDD,DD,0,0.014
3463,15,s5m20_usuario12,D,['s5m20_usuario10'],C,4,3277.09984779,-0.003,user,s5m20,changing,DDD,DD,0,0.003
3464,15,s5m20_usuario13,C,['s5m20_usuario8'],D,0,2093.79982948,0.002,user,s5m20,changing,CDC,CD,1,0.002
3465,15,s5m20_usuario14,D,['s5m20_usuario16'],C,4,3393.80002022,-0.003,user,s5m20,changing,DDD,DD,0,0.003
3466,15,s5m20_usuario15,D,['s5m20_usuario9'],D,1,16253.600120500001,-0.016,user,s5m20,changing,DCD,DC,0,0.016
3467,15,s5m20_usuario16,C,['s5m20_usuario14'],D,0,3490.20004272,0.003,user,s5m20,changing,CDC,CD,1,0.003
3468,15,s5m20_usuario17,C,['s5m20_usuario5'],C,3,2411.79990768,0.002,user,s5m20,changing,CDC,CD,1,0.002
3469,15,s5m20_usuario18,C,['s5m20_usuario2'],D,0,3051.69987679,0.003,user,s5m20,changing,DCC,DC,1,0.003
3470,16,s5m20_usuario1,C,['s5m20_usuario7'],D,0,3868.0999279,0.003,user,s5m20,changing,DCC,DC,1,0.003
3471,16,s5m20_usuario2,C,['s5m20_usuario9'],D,0,4832.19981194,0.004,user,s5m20,changing,DCC,DC,1,0.004
3472,16,s5m20_usuario3,D,['s5m20_usuario12'],D,1,1459.39993858,-0.001,user,s5m20,changing,CDD,CD,0,0.001
3473,16,s5m20_usuario4,D,['s5m20_usuario16'],D,1,1068.40014458,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3474,16,s5m20_usuario5,C,['s5m20_usuario11'],D,0,2619.50016022,0.002,user,s5m20,changing,CCC,CC,1,0.002
3475,16,s5m20_usuario6,D,['s5m20_usuario8'],C,4,2098.29998016,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3476,16,s5m20_usuario7,D,['s5m20_usuario1'],C,4,2985.59999466,-0.002,user,s5m20,changing,CDD,CD,0,0.002
3477,16,s5m20_usuario8,C,['s5m20_usuario6'],D,0,7354.700088500001,0.007,user,s5m20,changing,DCC,DC,1,0.007
3478,16,s5m20_usuario9,D,['s5m20_usuario2'],C,4,3146.20018005,-0.003,user,s5m20,changing,DDD,DD,0,0.003
3479,16,s5m20_usuario10,D,['s5m20_usuario17'],C,4,5079.90002632,-0.005,user,s5m20,changing,CDD,CD,0,0.005
3480,16,s5m20_usuario11,D,['s5m20_usuario5'],C,4,16240.2999401,-0.016,user,s5m20,changing,DDD,DD,0,0.016
3481,16,s5m20_usuario12,D,['s5m20_usuario3'],D,1,2438.29989433,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3482,16,s5m20_usuario13,C,['s5m20_usuario15'],D,0,1713.39988708,0.001,user,s5m20,changing,CDC,CD,1,0.001
3483,16,s5m20_usuario14,D,['s5m20_usuario18'],C,4,3681.59985542,-0.003,user,s5m20,changing,DCD,DC,0,0.003
3484,16,s5m20_usuario15,D,['s5m20_usuario13'],C,4,10680.5999279,-0.01,user,s5m20,changing,DDD,DD,0,0.01
3485,16,s5m20_usuario16,D,['s5m20_usuario4'],D,1,4375.60009956,-0.004,user,s5m20,changing,CDD,CD,0,0.004
3486,16,s5m20_usuario17,C,['s5m20_usuario10'],D,0,2654.90007401,0.002,user,s5m20,changing,CCC,CC,1,0.002
3487,16,s5m20_usuario18,C,['s5m20_usuario14'],D,0,2220.19982338,0.002,user,s5m20,changing,CDC,CD,1,0.002
3488,17,s5m20_usuario1,C,['s5m20_usuario12'],D,0,5571.19989395,0.005,user,s5m20,changing,CDC,CD,1,0.005
3489,17,s5m20_usuario2,D,['s5m20_usuario6'],D,1,1807.60002136,-0.001,user,s5m20,changing,CDD,CD,0,0.001
3490,17,s5m20_usuario3,D,['s5m20_usuario5'],D,1,1316.6000843,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3491,17,s5m20_usuario4,D,['s5m20_usuario8'],D,1,1086.19999886,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3492,17,s5m20_usuario5,D,['s5m20_usuario3'],D,1,7266.90006256,-0.007,user,s5m20,changing,CDD,CD,0,0.007
3493,17,s5m20_usuario6,D,['s5m20_usuario2'],D,1,1953.49979401,-0.001,user,s5m20,changing,DCD,DC,0,0.001
3494,17,s5m20_usuario7,D,['s5m20_usuario11'],D,1,5982.00011253,-0.005,user,s5m20,changing,DCD,DC,0,0.005
3495,17,s5m20_usuario8,D,['s5m20_usuario4'],D,1,2250.49996376,-0.002,user,s5m20,changing,CDD,CD,0,0.002
3496,17,s5m20_usuario9,D,['s5m20_usuario10'],D,1,5820.39999962,-0.005,user,s5m20,changing,DCD,DC,0,0.005
3497,17,s5m20_usuario10,D,['s5m20_usuario9'],D,1,12146.1000443,-0.012,user,s5m20,changing,DCD,DC,0,0.012
3498,17,s5m20_usuario11,D,['s5m20_usuario7'],D,1,19862.399816499998,-0.019,user,s5m20,changing,DCD,DC,0,0.019
3499,17,s5m20_usuario12,D,['s5m20_usuario1'],C,4,9765.69986343,-0.009,user,s5m20,changing,DDD,DD,0,0.009
3500,17,s5m20_usuario13,C,['s5m20_usuario17'],C,3,2452.90017128,0.002,user,s5m20,changing,CDC,CD,1,0.002
3501,17,s5m20_usuario14,D,['s5m20_usuario15'],D,1,2848.50001335,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3502,17,s5m20_usuario15,D,['s5m20_usuario14'],D,1,8851.09996796,-0.008,user,s5m20,changing,DCD,DC,0,0.008
3503,17,s5m20_usuario16,D,['s5m20_usuario18'],C,4,2459.10000801,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3504,17,s5m20_usuario17,C,['s5m20_usuario13'],C,3,2942.50011444,0.002,user,s5m20,changing,CDC,CD,1,0.002
3505,17,s5m20_usuario18,C,['s5m20_usuario16'],D,0,2908.39982033,0.002,user,s5m20,changing,CDC,CD,1,0.002
3506,18,s5m20_usuario1,D,['s5m20_usuario8'],C,4,1902.29988098,-0.001,user,s5m20,changing,CDD,CD,0,0.001
3507,18,s5m20_usuario2,C,['s5m20_usuario7'],C,3,14487.6999855,0.014,user,s5m20,changing,DDC,DD,1,0.014
3508,18,s5m20_usuario3,D,['s5m20_usuario6'],D,1,1231.69994354,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3509,18,s5m20_usuario4,C,['s5m20_usuario11'],D,0,2702.70013809,0.002,user,s5m20,changing,DDC,DD,1,0.002
3510,18,s5m20_usuario5,D,['s5m20_usuario18'],D,1,11196.7999935,-0.011,user,s5m20,changing,DDD,DD,0,0.011
3511,18,s5m20_usuario6,D,['s5m20_usuario3'],D,1,1878.90005112,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3512,18,s5m20_usuario7,C,['s5m20_usuario2'],C,3,2646.60000801,0.002,user,s5m20,changing,DDC,DD,1,0.002
3513,18,s5m20_usuario8,C,['s5m20_usuario1'],D,0,2581.19988441,0.002,user,s5m20,changing,DDC,DD,1,0.002
3514,18,s5m20_usuario9,D,['s5m20_usuario15'],D,1,6194.49996948,-0.006,user,s5m20,changing,DDD,DD,0,0.006
3515,18,s5m20_usuario10,D,['s5m20_usuario16'],D,1,5622.30014801,-0.005,user,s5m20,changing,DDD,DD,0,0.005
3516,18,s5m20_usuario11,D,['s5m20_usuario4'],C,4,8001.60002708,-0.007,user,s5m20,changing,DDD,DD,0,0.007
3517,18,s5m20_usuario12,D,['s5m20_usuario13'],C,4,6911.29994392,-0.006,user,s5m20,changing,DCD,DC,0,0.006
3518,18,s5m20_usuario13,C,['s5m20_usuario12'],D,0,1111.09995842,0.001,user,s5m20,changing,CCC,CC,1,0.001
3519,18,s5m20_usuario14,D,['s5m20_usuario17'],C,4,2306.9999218000003,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3520,18,s5m20_usuario15,D,['s5m20_usuario9'],D,1,12798.900127399998,-0.012,user,s5m20,changing,DDD,DD,0,0.012
3521,18,s5m20_usuario16,D,['s5m20_usuario10'],D,1,1379.19998169,-0.001,user,s5m20,changing,DCD,DC,0,0.001
3522,18,s5m20_usuario17,C,['s5m20_usuario14'],D,0,2328.40013504,0.002,user,s5m20,changing,CCC,CC,1,0.002
3523,18,s5m20_usuario18,D,['s5m20_usuario5'],D,1,4782.50002861,-0.004,user,s5m20,changing,CDD,CD,0,0.004
3524,19,s5m20_usuario1,D,['s5m20_usuario12'],D,1,2466.59994125,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3525,19,s5m20_usuario2,D,['s5m20_usuario14'],D,1,6817.60001183,-0.006,user,s5m20,changing,CCD,CC,0,0.006
3526,19,s5m20_usuario3,D,['s5m20_usuario11'],D,1,2092.70000458,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3527,19,s5m20_usuario4,D,['s5m20_usuario18'],D,1,1805.80019951,-0.001,user,s5m20,changing,CDD,CD,0,0.001
3528,19,s5m20_usuario5,D,['s5m20_usuario15'],D,1,2698.70018959,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3529,19,s5m20_usuario6,D,['s5m20_usuario9'],C,4,1978.89995575,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3530,19,s5m20_usuario7,C,['s5m20_usuario16'],D,0,2848.99997711,0.002,user,s5m20,changing,CCC,CC,1,0.002
3531,19,s5m20_usuario8,D,['s5m20_usuario13'],C,4,1164.10017014,-0.001,user,s5m20,changing,CDD,CD,0,0.001
3532,19,s5m20_usuario9,C,['s5m20_usuario6'],D,0,3076.29990578,0.003,user,s5m20,changing,DDC,DD,1,0.003
3533,19,s5m20_usuario10,D,['s5m20_usuario17'],C,4,4416.30005836,-0.004,user,s5m20,changing,DDD,DD,0,0.004
3534,19,s5m20_usuario11,D,['s5m20_usuario3'],D,1,14552.1001816,-0.014,user,s5m20,changing,DCD,DC,0,0.014
3535,19,s5m20_usuario12,D,['s5m20_usuario1'],D,1,6485.80002785,-0.006,user,s5m20,changing,DCD,DC,0,0.006
3536,19,s5m20_usuario13,C,['s5m20_usuario8'],D,0,1671.50020599,0.001,user,s5m20,changing,CDC,CD,1,0.001
3537,19,s5m20_usuario14,D,['s5m20_usuario2'],D,1,2849.69997406,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3538,19,s5m20_usuario15,D,['s5m20_usuario5'],D,1,8823.39978218,-0.008,user,s5m20,changing,DDD,DD,0,0.008
3539,19,s5m20_usuario16,D,['s5m20_usuario7'],C,4,1329.99992371,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3540,19,s5m20_usuario17,C,['s5m20_usuario10'],D,0,2584.70010757,0.002,user,s5m20,changing,CDC,CD,1,0.002
3541,19,s5m20_usuario18,D,['s5m20_usuario4'],D,1,2105.50022125,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3542,20,s5m20_usuario1,D,['s5m20_usuario11'],D,1,3424.90005493,-0.003,user,s5m20,changing,DDD,DD,0,0.003
3543,20,s5m20_usuario2,C,['s5m20_usuario9'],D,0,2122.29990959,0.002,user,s5m20,changing,DDC,DD,1,0.002
3544,20,s5m20_usuario3,D,['s5m20_usuario4'],D,1,855.2999496460001,0.0,user,s5m20,changing,DDD,DD,0,0.0
3545,20,s5m20_usuario4,D,['s5m20_usuario3'],D,1,1766.90006256,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3546,20,s5m20_usuario5,D,['s5m20_usuario10'],D,1,7240.90003967,-0.007,user,s5m20,changing,DDD,DD,0,0.007
3547,20,s5m20_usuario6,D,['s5m20_usuario12'],D,1,2434.90004539,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3548,20,s5m20_usuario7,C,['s5m20_usuario13'],C,3,4000.20003319,0.003,user,s5m20,changing,CDC,CD,1,0.003
3549,20,s5m20_usuario8,D,['s5m20_usuario18'],D,1,2425.59981346,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3550,20,s5m20_usuario9,D,['s5m20_usuario2'],C,4,3267.89999008,-0.003,user,s5m20,changing,CDD,CD,0,0.003
3551,20,s5m20_usuario10,D,['s5m20_usuario5'],D,1,4027.69994736,-0.004,user,s5m20,changing,DCD,DC,0,0.004
3552,20,s5m20_usuario11,D,['s5m20_usuario1'],D,1,5855.59988022,-0.005,user,s5m20,changing,DDD,DD,0,0.005
3553,20,s5m20_usuario12,D,['s5m20_usuario6'],D,1,10819.9999332,-0.01,user,s5m20,changing,DDD,DD,0,0.01
3554,20,s5m20_usuario13,C,['s5m20_usuario7'],C,3,2124.19986725,0.002,user,s5m20,changing,CDC,CD,1,0.002
3555,20,s5m20_usuario14,D,['s5m20_usuario15'],D,1,2135.20002365,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3556,20,s5m20_usuario15,D,['s5m20_usuario14'],D,1,4347.19991684,-0.004,user,s5m20,changing,DDD,DD,0,0.004
3557,20,s5m20_usuario16,D,['s5m20_usuario17'],D,1,1179.69989777,-0.001,user,s5m20,changing,DCD,DC,0,0.001
3558,20,s5m20_usuario17,D,['s5m20_usuario16'],D,1,1847.89991379,-0.001,user,s5m20,changing,CDD,CD,0,0.001
3559,20,s5m20_usuario18,D,['s5m20_usuario8'],D,1,2246.09994888,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3560,21,s5m20_usuario1,C,['s5m20_usuario17'],D,0,2882.80010223,0.002,user,s5m20,changing,DDC,DD,1,0.002
3561,21,s5m20_usuario2,C,['s5m20_usuario3'],D,0,1997.20001221,0.001,user,s5m20,changing,CDC,CD,1,0.001
3562,21,s5m20_usuario3,D,['s5m20_usuario2'],C,4,1276.99995041,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3563,21,s5m20_usuario4,D,['s5m20_usuario5'],C,4,1048.59995842,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3564,21,s5m20_usuario5,C,['s5m20_usuario4'],D,0,2769.29998398,0.002,user,s5m20,changing,DDC,DD,1,0.002
3565,21,s5m20_usuario6,D,['s5m20_usuario7'],C,4,2502.4998188,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3566,21,s5m20_usuario7,C,['s5m20_usuario6'],D,0,2824.09977913,0.002,user,s5m20,changing,CCC,CC,1,0.002
3567,21,s5m20_usuario8,C,['s5m20_usuario14'],D,0,1809.49997902,0.001,user,s5m20,changing,DDC,DD,1,0.001
3568,21,s5m20_usuario9,D,['s5m20_usuario10'],C,4,2176.69987679,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3569,21,s5m20_usuario10,C,['s5m20_usuario9'],D,0,3204.69999313,0.003,user,s5m20,changing,DDC,DD,1,0.003
3570,21,s5m20_usuario11,D,['s5m20_usuario18'],D,1,12183.4998131,-0.012,user,s5m20,changing,DDD,DD,0,0.012
3571,21,s5m20_usuario12,D,['s5m20_usuario13'],C,4,3428.40003967,-0.003,user,s5m20,changing,DDD,DD,0,0.003
3572,21,s5m20_usuario13,C,['s5m20_usuario12'],D,0,1686.69986725,0.001,user,s5m20,changing,CCC,CC,1,0.001
3573,21,s5m20_usuario14,D,['s5m20_usuario8'],C,4,2448.4000206,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3574,21,s5m20_usuario15,D,['s5m20_usuario16'],D,1,8900.30002594,-0.008,user,s5m20,changing,DDD,DD,0,0.008
3575,21,s5m20_usuario16,D,['s5m20_usuario15'],D,1,1952.3999691,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3576,21,s5m20_usuario17,D,['s5m20_usuario1'],C,4,2002.59995461,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3577,21,s5m20_usuario18,D,['s5m20_usuario11'],D,1,2767.40002632,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3578,22,s5m20_usuario1,D,['s5m20_usuario2'],D,1,2714.20001984,-0.002,user,s5m20,changing,CDD,CD,0,0.002
3579,22,s5m20_usuario2,D,['s5m20_usuario1'],D,1,10182.899951899999,-0.01,user,s5m20,changing,CDD,CD,0,0.01
3580,22,s5m20_usuario3,C,['s5m20_usuario15'],D,0,2531.50010109,0.002,user,s5m20,changing,DCC,DC,1,0.002
3581,22,s5m20_usuario4,C,['s5m20_usuario7'],C,3,1876.80006027,0.001,user,s5m20,changing,DCC,DC,1,0.001
3582,22,s5m20_usuario5,C,['s5m20_usuario12'],D,0,4649.69992638,0.004,user,s5m20,changing,CDC,CD,1,0.004
3583,22,s5m20_usuario6,D,['s5m20_usuario9'],D,1,1941.4999484999998,-0.001,user,s5m20,changing,DCD,DC,0,0.001
3584,22,s5m20_usuario7,C,['s5m20_usuario4'],C,3,2311.80000305,0.002,user,s5m20,changing,CDC,CD,1,0.002
3585,22,s5m20_usuario8,C,['s5m20_usuario16'],C,3,1274.70016479,0.001,user,s5m20,changing,CDC,CD,1,0.001
3586,22,s5m20_usuario9,D,['s5m20_usuario6'],D,1,4171.10013962,-0.004,user,s5m20,changing,DCD,DC,0,0.004
3587,22,s5m20_usuario10,C,['s5m20_usuario13'],C,3,2245.39995193,0.002,user,s5m20,changing,CDC,CD,1,0.002
3588,22,s5m20_usuario11,D,['s5m20_usuario14'],D,1,11730.0000191,-0.011,user,s5m20,changing,DDD,DD,0,0.011
3589,22,s5m20_usuario12,D,['s5m20_usuario5'],C,4,2858.29997063,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3590,22,s5m20_usuario13,C,['s5m20_usuario10'],C,3,1330.69992065,0.001,user,s5m20,changing,CDC,CD,1,0.001
3591,22,s5m20_usuario14,D,['s5m20_usuario11'],D,1,2389.50014114,-0.002,user,s5m20,changing,DCD,DC,0,0.002
3592,22,s5m20_usuario15,D,['s5m20_usuario3'],C,4,4454.99992371,-0.004,user,s5m20,changing,DDD,DD,0,0.004
3593,22,s5m20_usuario16,C,['s5m20_usuario8'],C,3,16532.0999622,0.016,user,s5m20,changing,DDC,DD,1,0.016
3594,22,s5m20_usuario17,C,['s5m20_usuario18'],C,3,1522.09997177,0.001,user,s5m20,changing,DCC,DC,1,0.001
3595,22,s5m20_usuario18,C,['s5m20_usuario17'],C,3,1700.59990883,0.001,user,s5m20,changing,DDC,DD,1,0.001
3596,23,s5m20_usuario1,D,['s5m20_usuario10'],D,1,2795.30000687,-0.002,user,s5m20,changing,DDD,DD,0,0.002
3597,23,s5m20_usuario2,D,['s5m20_usuario8'],C,4,1173.89988899,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3598,23,s5m20_usuario3,C,['s5m20_usuario14'],D,0,2471.60005569,0.002,user,s5m20,changing,CDC,CD,1,0.002
3599,23,s5m20_usuario4,C,['s5m20_usuario11'],D,0,1041.89991951,0.001,user,s5m20,changing,CCC,CC,1,0.001
3600,23,s5m20_usuario5,C,['s5m20_usuario16'],C,3,6473.39987755,0.006,user,s5m20,changing,CDC,CD,1,0.006
3601,23,s5m20_usuario6,D,['s5m20_usuario18'],C,4,1522.20010757,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3602,23,s5m20_usuario7,C,['s5m20_usuario12'],D,0,2764.19997215,0.002,user,s5m20,changing,CCC,CC,1,0.002
3603,23,s5m20_usuario8,C,['s5m20_usuario2'],D,0,1806.10013008,0.001,user,s5m20,changing,CCC,CC,1,0.001
3604,23,s5m20_usuario9,D,['s5m20_usuario13'],C,4,5714.30015564,-0.005,user,s5m20,changing,DDD,DD,0,0.005
3605,23,s5m20_usuario10,D,['s5m20_usuario1'],D,1,1551.30004883,-0.001,user,s5m20,changing,CCD,CC,0,0.001
3606,23,s5m20_usuario11,D,['s5m20_usuario4'],C,4,14803.6000729,-0.014,user,s5m20,changing,DDD,DD,0,0.014
3607,23,s5m20_usuario12,D,['s5m20_usuario7'],C,4,5527.09984779,-0.005,user,s5m20,changing,DCD,DC,0,0.005
3608,23,s5m20_usuario13,C,['s5m20_usuario9'],D,0,1371.39987946,0.001,user,s5m20,changing,CCC,CC,1,0.001
3609,23,s5m20_usuario14,D,['s5m20_usuario3'],C,4,1560.60004234,-0.001,user,s5m20,changing,DDD,DD,0,0.001
3610,23,s5m20_usuario15,D,['s5m20_usuario17'],C,4,18229.7999859,-0.018,user,s5m20,changing,DCD,DC,0,0.018
